"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0003046";"CECA";false;"Lactitol, lactulose et sorbitol";"Le  lactulose est un disaccharide synthétique qui est peu absorbé par l’intestin grêle. Les bactéries du côlon le scindent en monosaccharides tels le galactose, le fructose et le sorbitol qui sont surtout laxatifs par leurs propriétés osmotiques. L'administration de  lactulose abaisse le pH par formation d'acides organiques, avec diminution de la résorption de l’ammoniac, ce qui explique son utilisation dans l’encéphalopathie hépatique.  Le sorbitol n’est plus disponible comme médicament mais comme complément alimentaire.
 

**_Positionnement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Indications (synthèse du RCP)_**

  
  - Constipation. 
  - Lactulose: aussi encéphalopathie hépatique. 
 

**_Contre-indications_**

  
  - Obstruction ou perforation intestinale, mégacôlon toxique. 
  - Lactulose: aussi galactosémie. 
  - Sorbitol: aussi intolérance au fructose, obstruction des voies biliaires, insuffisance hépatique (RCP). 
 

**_Effets indésirables_**

  
  - Flatulence, crampes abdominales. 
  - Déshydratation et troubles électrolytiques. 
 

**_Grossesse et allaitement et interactions_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Précautions particulières_**

  
  - En cas d’impaction fécale, le lactulose et le sorbitol ne sont pas indiqués. 
 ";
"0003061";"CECAA";true;"Lactulose";;"constipation: 
- adulte: 10 à 30 g (15 à 45 ml), ensuite 10 à 20 g (15 à 30 ml) p.j. en 1 prise 
(doses plus élevées dans l’encéphalopathie) 
- enfant: 
  - &lt; 1 an: 5 ml p.j. 
  - 1 à 5-6 ans: 5 à 10 ml p.j. 
  - 5-6 à 14 ans: 15 à 20 ml p.j. "
"0019679";"DABBB";true;"Glycopyrronium";;"traitement d’entretien de la BPCO: 1 x p.j. 50 µg"
"0003657";"DABBC";true;"Tiotropium";;"traitement d’entretien de la BPCO: 
_- poudre à inhaler_: 1 x p.j. 18 µg 
_- sol. inhal._: 1 x p.j. 5 µg
traitement d’entretien de l’asthme:
_- sol. inhal._: à partir de 6 ans: 1 x p.j. 5 µg"
"0021287";"DABBD";true;"Uméclidinium";;"traitement d’entretien de la BPCO: 1 x p.j. 55 µg"
"0015693";"QADA";true;"Spécialités [Associations]";;
"0003087";"CECB";false;"Macrogol";"Le macrogol augmente le volume des liquides intestinaux; grâce à cet effet osmotique, le volume fécal augmente et les selles deviennent plus molles. Une distinction est faite ci-dessous entre les préparations pour le lavage intestinal et celles pour le traitement de la constipation (avec ou sans électrolytes).
 

**_Positionnement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Indications (synthèse du RCP)_**

  
  - Constipation (préparations faiblement dosées). 
  - Constipation avec fécalome. 
  - Lavage intestinal en préparation à une coloscopie, un lavement baryté ou une chirurgie abdominale (le plus souvent préparations hautement dosées). 
 

**_Contre-indications_**

  
  - Obstruction ou perforation intestinale, mégacôlon toxique. 
 

**_Effets indésirables_**

  
  - Flatulence, crampes abdominales. 
  - Déshydratation et troubles électrolytiques. 
 

**_Grossesse et allaitement et interactions_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Précautions particulières_**

  
  - Préparations hautement dosées: les produits doivent être dissous et pris avec une grande quantité d'eau. La prudence s'impose chez les patients souffrant de troubles électrolytiques, d'insuffisance rénale, de déshydratation ou d'insuffisance cardiaque. 
  - La teneur en sodium de certaines préparations peut poser des problèmes chez les patients devant suivre un régime pauvre en sel strict. 
 ";
"0003095";"CECBA";true;"Macrogol pour le lavage intestinal";;
"0025007";"CECBB";true;"Macrogol sans électrolytes en cas de constipation";;"adulte: 1 à 2 sachets le matin"
"0003111";"CECBC";true;"Macrogol avec électrolytes en cas de constipation";;"adulte: 1 à 3 sachets ou 1 à 3 x 25 ml (pour solution à diluer) p.j."
"0003137";"CECC";false;"Laxatifs à base de sels minéraux";"Les laxatifs à base de phosphates ou de sulfates augmentent le volume fécal par un effet osmotique, et rendent les selles plus molles.
 

**_Positionnement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Indications (synthèse du RCP)_**

  
  - Préparation à une coloscopie, un lavement baryté ou une chirurgie abdominale. 
  - Laxatifs à base de phosphates: aussi constipation sévère. 
 

**_Contre-indications_**

  
  - Obstruction ou perforation intestinale, mégacôlon toxique. 
  - Ascite. 
  - Insuffisance cardiaque. 
  - Déshydratation ou troubles électrolytiques, insuffisance rénale sévère (RCP). 
 

**_Effets indésirables_**

  
  - Flatulence, crampes abdominales. 
  - Déshydratation et troubles électrolytiques. 
  - Laxatifs à base de phosphate: néphropathie aiguë, avec parfois une insuffisance rénale chronique irréversible [[voir Folia d'août 2006](http://www.cbip.be/fr/articles/query?number=F33F08H)]. 
  - Laxatifs à base de sulfates: élévation temporaire de l’uricémie. 
 

**_Grossesse et allaitement et interactions_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Précautions particulières_**

  
  - En cas d’impaction fécale, les laxatifs à base de sels minéraux ne sont pas indiqués, en raison d’un risque de troubles électrolytiques. 
  - Les produits doivent être dissous et pris avec une grande quantité d’eau. 
  - La prudence s'impose en cas de risque accru de déshydratation ou de troubles électrolytiques. 
  - La teneur en sodium peut poser des problèmes chez les patients devant suivre un régime hyposodé strict. 
 ";
"0026245";"CECCA";true;"Laxatifs à base de phosphates";;
"0026252";"CECCB";true;"Laxatifs à base de sulfates";;
"0003152";"CED";false;"Laxatifs de contact";"Les laxatifs de contact stimulent la motilité et la sécrétion intestinales. Ce groupe comprend les dérivés anthraquinoniques naturels et synthétiques, ainsi que les dérivés du diphénylméthane. Le sennoside B n’est plus disponible depuis mars 2024.
 

**_Positionnement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Indications (synthèse du RCP)_**

  
  - Traitement à court terme, p.ex. comme préparation à un examen ou à une intervention au niveau de l'intestin. 
 

**_Contre-indications_**

  
  - Obstruction ou perforation intestinale, mégacôlon toxique. 
  - Déshydratation sévère. 
 

**_Effets indésirables_**

  
  - Crampes intestinales, diarrhée avec risque de déshydratation, surtout chez les personnes âgées. 
  - Détérioration de la fonction rénale, troubles électrolytiques, surtout hypokaliémie, avec faiblesse musculaire et perte de poids en cas d'utilisation chronique. 
  - Dérivés anthraquinoniques: aussi pseudomélanose du côlon, réactions d'hypersensibilité, coloration brunâtre des urines. 
 

**_Grossesse et allaitement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Interactions_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Précautions particulières_**

  
  - En cas d’impaction fécale, les laxatifs de contact ne sont pas indiqués, en raison d’un risque de troubles électrolytiques. 
  - Attention en cas d’utilisation concomitante de diurétiques vu le risque de troubles électrolytiques. 
  - L'usage chronique de laxatifs de contact est à déconseiller. 
 ";
"0003160";"CEDA";false;"Dérivés anthraquinoniques";;
"0003194";"CEDAA";true;"Sennoside B";"Le sennoside B n’est plus disponible depuis mars 2024.
 ";"adultes et enfants ≥ 12 ans: 16 à 32 mg p.j. en 1 prise"
"0003202";"CEDB";false;"Dérivés du diphénylméthane";;
"0003210";"CEDBA";true;"Bisacodyl";;"- _per os_: 5 à 10 mg p.j. en 1 prise 
- _voie rectale_: 10 mg p.j. en 1 prise"
"0003236";"CEDBB";true;"Picosulfate";;"5 à 10 mg p.j. en 1 prise"
"0003509";"CEE";false;"Prucalopride";"Le prucalopride, un agoniste sélectif des récepteurs de la sérotonine (5-HT4) dans le côlon, chimiquement apparenté au cisapride, stimule la motricité colique.
 

**_Positionnement_**

  
  - [Voir 3.5. Laxatifs](http://www.cbip.be/fr/contents/2980) 
 

**_Indications (synthèse du RCP)_**

  
  - Constipation chronique résistante au traitement chez l’adulte. 
 

**_Contre-indications_**

  
  - Obstruction ou perforation intestinale, mégacôlon toxique. 
 

**_Effets indésirables_**

  
  - Céphalées. 
  - Douleurs abdominales, nausées, diarrhée. 
 

**_Grossesse et allaitement_**

  
  - La prise de prucalopride est déconseillée pendant la grossesse en raison de cas d'avortement spontané observés au cours d'essais cliniques; aucun lien de causalité n’est prouvé. 
  - Le prucalopride n’est pas recommandé pendant l’allaitement par manque de données concernant  l’innocuité chez l’enfant. 
 

**_Précautions particulières_**

  
  - En cas d’impaction fécale, le prucalopride n’est pas indiqué. 
  - Prudence en cas d’arythmie ou de maladie cardiovasculaire ischémique. 
  - Un lien avec des idées suicidaires a été évoqué. 
 ";
"0013466";"CEEA";true;"Spécialités [Prucalopride]";;
"0003806";"DAGA";true;"Montélukast";;"traitement d’entretien de l’asthme: 
  - adulte et adolescent &gt; 15 ans: 10 mg p.j. en 1 prise 
  - enfant: 6 m-5 ans: 4 mg p.j. et  6-14 ans: 5 mg p.j. "
"0003822";"DAH";false;"Théophylline";"La théophylline agit surtout par un effet relaxant direct sur les cellules musculaires lisses des voies respiratoires et possède un effet anti-inflammatoire.
 

**_Positionnement_**

  
  - [Voir 4.1. Asthme et BPCO](http://www.cbip.be/fr/contents/3525) 
  - Asthme: la théophylline est encore utilisée exceptionnellement comme traitement d’entretien de l’asthme sévère, surtout lorsque les corticostéroïdes inhalés en association à des β2-mimétiques inhalés à longue durée d’action ou à des antagonistes des récepteurs des leucotriènes ne suffisent pas. 
  - BPCO: le rôle de la théophylline dans la BPCO est très limité. 
  - La théophylline a une balance bénéfice-risque négative chez l’enfant et la personne âgée en raison de ses effets secondaires possibles et de sa marge thérapeutique-toxique étroite. 
 

**_Indications (synthèse du RCP)_**

  
  - Traitement de fond de l’asthme et de la BPCO (mais voir rubrique Positionnement). 
 

**_Effets indésirables_**

  
  - **La théophylline est un médicament avec une marge thérapeutique-toxique étroite.** 
  - Troubles gastro-intestinaux, effets centraux (insomnie, anxiété, irritabilité, agitation), palpitations. 
  - Surtout en cas de surdosage (théophyllinémie &gt; 20 µg/ml), aussi effets métaboliques comme hypokaliémie, troubles du rythme cardiaque, convulsions. Un surdosage peut avoir une issue fatale. 
 

**_Grossesse et allaitement_**

  
  - Un contrôle sous-optimal de l'asthme pendant la grossesse peut avoir des conséquences néfastes, telles qu’un faible poids de naissance, la nécessité d'une césarienne et l'apparition d'une hypertension gravidique. Un contrôle adéquat de l'asthme diminue probablement ces risques. Les principes généraux de la prise en charge de l'asthme chez la femme enceinte ne diffèrent pas de ceux chez les autres patients asthmatiques. Une exacerbation aiguë nécessite une prise en charge en urgence tant pour traiter l’asthme de la patiente que pour éviter l'hypoxie fœtale. 
  - L’utilisation au premier trimestre est possible, mais un autre traitement est préférable en fin de grossesse et pendant l’allaitement en raison d’un risque d’ 
    - inhibition des contractions utérines et prolongement du travail, et de 
    - toxicité chez le nouveau-né (tachycardie, nervosité, vomissements) lors de l’utilisation en fin de grossesse, pendant le travail ou l’allaitement.  
 

**_Interactions_**

  
  - Risque accru de convulsions en cas d’association à d’autres médicaments qui peuvent provoquer des convulsions ([voir Intro.6.2.8. Convulsions et crises d’épilepsie provoquées par des médicaments](http://www.cbip.be/fr/contents/9990227)). 
  - Hautes doses de théophylline: augmentation du risque d’hypokaliémie en association aux β2-mimétiques (surtout en cas d’administration parentérale ou lors de nébulisation). 
  - Diminution de l’effet de l’adénosine. 
  - L’érythromycine peut augmenter les concentrations plasmatiques de la théophylline. 
  - La théophylline est un substrat du CYP1A2, avec entre autres une diminution de son effet par la fumée de cigarettes et un effet renforcé en cas d’association avec la ciprofloxacine et la norfloxacine ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). L’arrêt brutal du tabagisme peut ainsi entraîner une augmentation importante de la théophyllinémie. 
 

**_Précautions particulières_**

  
  - **La théophylline présente une marge thérapeutique-toxique étroite, et des variations importantes de sa vitesse de métabolisation.** 
  - La prudence s'impose chez les enfants, chez les personnes âgées, chez les patients présentant des arythmies ou d'autres maladies cardiaques, chez les patients atteints d'hypertension, d'épilepsie, d'hyperthyroïdie ou d'un ulcère peptique, et chez les patients présentant un risque d'hypokaliémie. 
  - En cas d’insuffisance cardiaque, hépatique ou rénale, les doses doivent être réduites. 
  - Chez les enfants, il existe des règles particulières pour déterminer la posologie en fonction du poids et de l'âge. 
  - Une concentration plasmatique de théophylline entre 10 et 20 μg/ml est traditionnellement considérée comme optimale, mais une concentration plasmatique entre 5 et 15 μg/ml pourrait être aussi efficace avec moins d'effets indésirables. 
 

**_Posologie_**

  
  - La dose doit être adaptée individuellement en fonction de l’effet thérapeutique, des taux plasmatiques et des effets indésirables éventuels (_voir la rubrique “Précautions particulières”_). 
 ";
